,Name,Category,priceElement,ZipCode,QueryCategory
325,Sunrise Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61132,restaurant
326,Applebee's,RestaurantsAmerican RestaurantsBar & Grills,$$,61132,restaurant
327,Teriyaki Express,RestaurantsChinese RestaurantsJapanese Restaurants,$$,61132,restaurant
328,China Express,RestaurantsChinese RestaurantsTake Out Restaurants,,61132,restaurant
329,"Laudicina, Inc.",RestaurantsBarsBar & Grills,,61132,restaurant
330, Rocky's Bar & Grill,RestaurantsBarbecue RestaurantsBars,$,61131,restaurant
331, Rick's Ribs,RestaurantsBarbecue Restaurants,,61131,restaurant
332, Joe's Casa di Amici,RestaurantsItalian RestaurantsSeafood Restaurants,$$,61131,restaurant
333, House of India Restaurant,RestaurantsIndian RestaurantsCaterers,$$,61131,restaurant
334, Potato Shak,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61131,restaurant
335, Pho Square Viennese Restaurant,RestaurantsVietnamese RestaurantsAsian Restaurants,$,61131,restaurant
336, Aero Ale House,RestaurantsAmerican RestaurantsBars,$$,61131,restaurant
337, Big Papa,RestaurantsBarbecue RestaurantsCaterers,$$,61131,restaurant
338, Pug Dog's Diner,RestaurantsAmerican RestaurantsDelicatessens,,61131,restaurant
339, Utopia Family Restaurant,RestaurantsFamily Style Restaurants,,61131,restaurant
340, Gill's Diner,RestaurantsAmerican RestaurantsCoffee Shops,$,61131,restaurant
341, Big Papas Barbecue,RestaurantsBarbecue Restaurants,,61131,restaurant
342, Waffle Shop Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61131,restaurant
343, 640 Meats,RestaurantsAmerican RestaurantsSteak Houses,$$,61131,restaurant
344, Beef-A-Roo,RestaurantsTake Out RestaurantsAmerican Restaurants,$,61131,restaurant
345, Rosati's Pizza,RestaurantsPizzaItalian Restaurants,$$,61131,restaurant
346, Backyard Grill & Bar,RestaurantsAmerican RestaurantsBars,$$,61131,restaurant
347, Ritchie's Smokin' BBQ,RestaurantsBarbecue RestaurantsCaterers,$$,61131,restaurant
348, Sam's Ristorante & Pizzeria,RestaurantsItalian RestaurantsCaterers,$$,61131,restaurant
349, Nunzio's Restaurant,RestaurantsItalian RestaurantsPizza,$$,61131,restaurant
350, Tommy James Supper Club,RestaurantsAmerican Restaurants,,61131,restaurant
351,Catch Fish & Chicken,RestaurantsChicken RestaurantsAmerican Restaurants,$$,61131,restaurant
352,Happy Wok,RestaurantsChinese RestaurantsAsian Restaurants,,61131,restaurant
353,Golden Chopsticks Buffet,RestaurantsSushi BarsAsian Restaurants,$,61131,restaurant
354,Riverside Family Restaurant,RestaurantsFamily Style Restaurants,,61131,restaurant
355,Sunrise Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61131,restaurant
356,Applebee's,RestaurantsAmerican RestaurantsBar & Grills,$$,61131,restaurant
357,Teriyaki Express,RestaurantsChinese RestaurantsJapanese Restaurants,$$,61131,restaurant
358,China Express,RestaurantsChinese RestaurantsTake Out Restaurants,,61131,restaurant
359,"Laudicina, Inc.",RestaurantsBarsBar & Grills,,61131,restaurant
360, Rocky's Bar & Grill,RestaurantsBarbecue RestaurantsBars,$,61130,restaurant
361, Rick's Ribs,RestaurantsBarbecue Restaurants,,61130,restaurant
362, Joe's Casa di Amici,RestaurantsItalian RestaurantsSeafood Restaurants,$$,61130,restaurant
363, House of India Restaurant,RestaurantsIndian RestaurantsCaterers,$$,61130,restaurant
364, Potato Shak,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61130,restaurant
365, Pho Square Viennese Restaurant,RestaurantsVietnamese RestaurantsAsian Restaurants,$,61130,restaurant
366, Aero Ale House,RestaurantsAmerican RestaurantsBars,$$,61130,restaurant
367, Big Papa,RestaurantsBarbecue RestaurantsCaterers,$$,61130,restaurant
368, Pug Dog's Diner,RestaurantsAmerican RestaurantsDelicatessens,,61130,restaurant
369, Utopia Family Restaurant,RestaurantsFamily Style Restaurants,,61130,restaurant
370, Gill's Diner,RestaurantsAmerican RestaurantsCoffee Shops,$,61130,restaurant
371, Big Papas Barbecue,RestaurantsBarbecue Restaurants,,61130,restaurant
372, Waffle Shop Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61130,restaurant
373, 640 Meats,RestaurantsAmerican RestaurantsSteak Houses,$$,61130,restaurant
374, Beef-A-Roo,RestaurantsTake Out RestaurantsAmerican Restaurants,$,61130,restaurant
375, Rosati's Pizza,RestaurantsPizzaItalian Restaurants,$$,61130,restaurant
376, Backyard Grill & Bar,RestaurantsAmerican RestaurantsBars,$$,61130,restaurant
377, Ritchie's Smokin' BBQ,RestaurantsBarbecue RestaurantsCaterers,$$,61130,restaurant
378, Sam's Ristorante & Pizzeria,RestaurantsItalian RestaurantsCaterers,$$,61130,restaurant
379, Nunzio's Restaurant,RestaurantsItalian RestaurantsPizza,$$,61130,restaurant
380, Tommy James Supper Club,RestaurantsAmerican Restaurants,,61130,restaurant
381,Catch Fish & Chicken,RestaurantsChicken RestaurantsAmerican Restaurants,$$,61130,restaurant
382,Happy Wok,RestaurantsChinese RestaurantsAsian Restaurants,,61130,restaurant
383,Golden Chopsticks Buffet,RestaurantsSushi BarsAsian Restaurants,$,61130,restaurant
384,Riverside Family Restaurant,RestaurantsFamily Style Restaurants,,61130,restaurant
385,Sunrise Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61130,restaurant
386,Applebee's,RestaurantsAmerican RestaurantsBar & Grills,$$,61130,restaurant
387,Teriyaki Express,RestaurantsChinese RestaurantsJapanese Restaurants,$$,61130,restaurant
388,China Express,RestaurantsChinese RestaurantsTake Out Restaurants,,61130,restaurant
389,"Laudicina, Inc.",RestaurantsBarsBar & Grills,,61130,restaurant
390, Johnny Pancakes Too,RestaurantsFamily Style Restaurants,$,61126,restaurant
391, Sweet Basil Cafe,RestaurantsAmerican RestaurantsGreek Restaurants,,61126,restaurant
392, Dacats Fish and Chicken,RestaurantsAmerican Restaurants,,61126,restaurant
393, Great Wall Restaurant,RestaurantsChinese RestaurantsAsian Restaurants,$$,61126,restaurant
394, Kode Japan,RestaurantsJapanese Restaurants,$,61126,restaurant
395, Lung Fung 2 Perryville,RestaurantsChinese RestaurantsAsian Restaurants,$$,61126,restaurant
396, Brewsky's,RestaurantsBarbecue RestaurantsBars,$$,61126,restaurant
397, Marc's Fusion Cafe,RestaurantsAsian RestaurantsJapanese Restaurants,$$,61126,restaurant
398, City Buffet,RestaurantsChinese RestaurantsBuffet Restaurants,$$,61126,restaurant
399, Panino's,RestaurantsItalian RestaurantsCaterers,,61126,restaurant
400, Sahara Palace Restaurant,RestaurantsMiddle Eastern RestaurantsMediterranean Restaurants,$,61126,restaurant
401, Aunt Mary's Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,,61126,restaurant
402, 8th Ward Pub,RestaurantsAmerican RestaurantsBars,$$,61126,restaurant
403, Red Lobster,RestaurantsSeafood RestaurantsAmerican Restaurants,$$,61126,restaurant
404, Happy Wok,RestaurantsChinese Restaurants,$,61126,restaurant
405, TGI Fridays,RestaurantsAmerican RestaurantsBar & Grills,$$,61126,restaurant
406, Marys Market,RestaurantsAmerican RestaurantsHealth Food Restaurants,$,61126,restaurant
407, Outback Steakhouse,RestaurantsSteak HousesAmerican Restaurants,$$,61126,restaurant
408, 5 Coins Restaurant Inc,RestaurantsCoffee ShopsAmerican Restaurants,$,61126,restaurant
409, Lino's,RestaurantsPizzaItalian Restaurants,$$,61126,restaurant
410, Happy Wok,RestaurantsChinese RestaurantsTake Out Restaurants,$,61126,restaurant
411,China Express Restaurant,RestaurantsChinese RestaurantsAsian Restaurants,$,61126,restaurant
412,Bert's Bar & Grill,RestaurantsBarbecue RestaurantsBar & Grills,,61126,restaurant
413,Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61126,restaurant
414,Sunrise Family Restaurant,RestaurantsFamily Style RestaurantsAmerican Restaurants,$,61126,restaurant
415,My Place Bar & Grill,RestaurantsAmerican RestaurantsBar & Grills,$$,61126,restaurant
416,Mancuso's Pizza,RestaurantsPizzaCaterers,$,61126,restaurant
417,Dough Bros Pizza,RestaurantsPizzaItalian Restaurants,$,61126,restaurant
418,Spider Sushi Bar,RestaurantsSushi BarsJapanese Restaurants,$$,61126,restaurant
419,Maciano's Pizza & Pastaria,RestaurantsPizzaItalian Restaurants,$$,61126,restaurant
420, Johnny Pancakes Too,RestaurantsFamily Style Restaurants,$,61125,restaurant
421, Sweet Basil Cafe,RestaurantsAmerican RestaurantsGreek Restaurants,,61125,restaurant
422, Dacats Fish and Chicken,RestaurantsAmerican Restaurants,,61125,restaurant
423, Great Wall Restaurant,RestaurantsChinese RestaurantsAsian Restaurants,$$,61125,restaurant
424, Kode Japan,RestaurantsJapanese Restaurants,$,61125,restaurant
425, Lung Fung 2 Perryville,RestaurantsChinese RestaurantsAsian Restaurants,$$,61125,restaurant
426, Brewsky's,RestaurantsBarbecue RestaurantsBars,$$,61125,restaurant
427, Marc's Fusion Cafe,RestaurantsAsian RestaurantsJapanese Restaurants,$$,61125,restaurant
428, City Buffet,RestaurantsChinese RestaurantsBuffet Restaurants,$$,61125,restaurant
429, Panino's,RestaurantsItalian RestaurantsCaterers,,61125,restaurant
430, Sahara Palace Restaurant,RestaurantsMiddle Eastern RestaurantsMediterranean Restaurants,$,61125,restaurant
431, Aunt Mary's Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,,61125,restaurant
432, 8th Ward Pub,RestaurantsAmerican RestaurantsBars,$$,61125,restaurant
433, Red Lobster,RestaurantsSeafood RestaurantsAmerican Restaurants,$$,61125,restaurant
434, Happy Wok,RestaurantsChinese Restaurants,$,61125,restaurant
435, TGI Fridays,RestaurantsAmerican RestaurantsBar & Grills,$$,61125,restaurant
436, Marys Market,RestaurantsAmerican RestaurantsHealth Food Restaurants,$,61125,restaurant
437, Outback Steakhouse,RestaurantsSteak HousesAmerican Restaurants,$$,61125,restaurant
438, 5 Coins Restaurant Inc,RestaurantsCoffee ShopsAmerican Restaurants,$,61125,restaurant
439, Lino's,RestaurantsPizzaItalian Restaurants,$$,61125,restaurant
440, Happy Wok,RestaurantsChinese RestaurantsTake Out Restaurants,$,61125,restaurant
441,China Express Restaurant,RestaurantsChinese RestaurantsAsian Restaurants,$,61125,restaurant
442,Bert's Bar & Grill,RestaurantsBarbecue RestaurantsBar & Grills,,61125,restaurant
443,Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61125,restaurant
444,Sunrise Family Restaurant,RestaurantsFamily Style RestaurantsAmerican Restaurants,$,61125,restaurant
445,My Place Bar & Grill,RestaurantsAmerican RestaurantsBar & Grills,$$,61125,restaurant
446,Mancuso's Pizza,RestaurantsPizzaCaterers,$,61125,restaurant
447,Dough Bros Pizza,RestaurantsPizzaItalian Restaurants,$,61125,restaurant
448,Spider Sushi Bar,RestaurantsSushi BarsJapanese Restaurants,$$,61125,restaurant
449,Maciano's Pizza & Pastaria,RestaurantsPizzaItalian Restaurants,$$,61125,restaurant
450, Molly's Deli,RestaurantsDelicatessensTake Out Restaurants,,61115,restaurant
451, Freddy's Frozen Custard & Steakburgers,RestaurantsHamburgers & Hot DogsIce Cream & Frozen Desserts,,61115,restaurant
452, Carlito's Tacos and More,RestaurantsMexican Restaurants,,61115,restaurant
453, Tawnee's Cafe,Restaurants,,61115,restaurant
454, Vera's Deli & Grocery,RestaurantsDelicatessens,,61115,restaurant
455, Tom & Jerry's Restaurant,Restaurants,,61115,restaurant
456, Plaza Los Panchos,Restaurants,,61115,restaurant
457, Eggspress,Restaurants,$$,61115,restaurant
458, Dog N Suds,Restaurants,$,61115,restaurant
459, Molly's Deli,RestaurantsDelicatessens,$$$,61115,restaurant
460, Robin's Nest Cafe,RestaurantsCoffee Shops,$,61115,restaurant
461, Panera Bread,RestaurantsSandwich ShopsCoffee Shops,,61115,restaurant
462, Dunkin',RestaurantsDonut ShopsBagels,,61115,restaurant
463, Little Caesars Pizza,RestaurantsPizzaTake Out Restaurants,$,61115,restaurant
464, MOD Pizza,RestaurantsPizza,$,61115,restaurant
465, Robin's Nest Cafe,RestaurantsCoffee ShopsDelicatessens,$,61115,restaurant
466, Prosser's Chop House,RestaurantsSteak Houses,,61115,restaurant
467, Mama Mia's,RestaurantsSeafood Restaurants,,61115,restaurant
468, Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61115,restaurant
469, Onyx,RestaurantsAmerican RestaurantsSeafood Restaurants,$,61115,restaurant
470, The Baking Grounds Cafe,RestaurantsAmerican RestaurantsBakeries,$,61115,restaurant
471,Hawks View,RestaurantsFamily Style Restaurants,,61115,restaurant
472,Happy Wok,RestaurantsChinese Restaurants,$,61115,restaurant
473,Big Papa,RestaurantsBarbecue RestaurantsCaterers,$$,61115,restaurant
474,Pug Dog's Diner,RestaurantsAmerican RestaurantsDelicatessens,,61115,restaurant
475,Gill's Diner,RestaurantsAmerican RestaurantsCoffee Shops,$,61115,restaurant
476,Chili's Grill & Bar,RestaurantsAmerican RestaurantsMexican Restaurants,$$,61115,restaurant
477,Noodles & Company,RestaurantsAsian Restaurants,$,61115,restaurant
478,Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,61115,restaurant
479,Ritchie's Smokin' BBQ,RestaurantsBarbecue RestaurantsCaterers,$$,61115,restaurant
480, Meg's Daily Grind Corp,Restaurants,,61114,restaurant
481, Rkfd Bar and Bistro,Restaurants,,61114,restaurant
482, 815 Cajun,RestaurantsCreole & Cajun Restaurants,$,61114,restaurant
483, Oriental Dragon,Restaurants,,61114,restaurant
484, Trippco,Restaurants,,61114,restaurant
485, Little Italy,Restaurants,,61114,restaurant
486, Papa Murphy's Take N Bake Pizza,RestaurantsPizzaTake Out Restaurants,,61114,restaurant
487, Jerry's Cafe,RestaurantsCoffee Shops,,61114,restaurant
488, Peet's Coffee & Tea,RestaurantsCoffee & Espresso RestaurantsCoffee & Tea,,61114,restaurant
489, Elan Express,Restaurants,,61114,restaurant
490, China House,Restaurants,,61114,restaurant
491, Mexico Clasico Grill,RestaurantsMexican Restaurants,$$,61114,restaurant
492, Buddy's Burgers,Restaurants,$,61114,restaurant
493, Sheri's Place,Restaurants,$,61114,restaurant
494, It's A Wing Thing,Restaurants,$$,61114,restaurant
495, Fuego Nuevo Grill,RestaurantsMexican Restaurants,,61114,restaurant
496, Meg's Daily Grind,RestaurantsCoffee ShopsBakeries,,61114,restaurant
497, Pancheros Mexican Grill,RestaurantsMexican Restaurants,$,61114,restaurant
498, Black Buck Restaurant & Bar Inc,RestaurantsFamily Style Restaurants,,61114,restaurant
499, Thai Cuisine,RestaurantsThai RestaurantsAsian Restaurants,,61114,restaurant
500, Octane Interlounge,RestaurantsAmerican RestaurantsBars,,61114,restaurant
501,Quick Wok,RestaurantsChinese RestaurantsFamily Style Restaurants,,61114,restaurant
502,Rbi's,RestaurantsAmerican RestaurantsBars,$$,61114,restaurant
503,Big Papas Barbecue,RestaurantsBarbecue Restaurants,,61114,restaurant
504,Salamone's North,RestaurantsItalian RestaurantsPizza,$,61114,restaurant
505,Chubby Guys BBQ,RestaurantsBarbecue RestaurantsCaterers,$$,61114,restaurant
506,Applebee's,RestaurantsAmerican RestaurantsBar & Grills,$$,61114,restaurant
507,Rock-Pho'd,RestaurantsThai RestaurantsVietnamese Restaurants,,61114,restaurant
508,GreenFire Restaurant Bar & Bakery,RestaurantsAmerican RestaurantsBars,$$,61114,restaurant
509,Sam's Ristorante & Pizzeria,RestaurantsItalian RestaurantsCaterers,$$,61114,restaurant
510, Lung Fung 2 Perryville,RestaurantsChinese RestaurantsAsian Restaurants,$$,61112,restaurant
511, TGI Fridays,RestaurantsAmerican RestaurantsBar & Grills,$$,61112,restaurant
512, Wetzel's Pretzels,RestaurantsPretzelsFast Food Restaurants,$,61112,restaurant
513, Eggsclusive Cafe,RestaurantsCaterers,,61112,restaurant
514, Cinnabon,RestaurantsBakeries,$,61112,restaurant
515, Betsy's,RestaurantsCasinos,,61112,restaurant
516, Pinewoods Restaurant Group,RestaurantsRestaurant Management & ConsultantsFamily Style Restaurants,,61112,restaurant
517, Shooter's East,RestaurantsBar & GrillsBars,,61112,restaurant
518, Granite City Food & Brewery,RestaurantsBrew PubsBar & Grills,$$,61112,restaurant
519, Charleys Cheesesteaks,RestaurantsSandwich ShopsFast Food Restaurants,,61112,restaurant
520, Burger King,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,$$,61112,restaurant
521, Subway,RestaurantsFast Food RestaurantsSandwich Shops,,61112,restaurant
522, Arby's,RestaurantsFast Food RestaurantsSandwich Shops,,61112,restaurant
523, Dairy Queen Grill & Chill,RestaurantsFast Food RestaurantsIce Cream & Frozen Desserts,$,61112,restaurant
524, Taco Bell,RestaurantsFast Food RestaurantsMexican Restaurants,,61112,restaurant
525, Panda Express,RestaurantsFast Food RestaurantsTake Out Restaurants,$$,61112,restaurant
526, Charley's Grilled Subs,RestaurantsSandwich ShopsAmerican Restaurants,$,61112,restaurant
527, Sonic Drive-In,RestaurantsFast Food RestaurantsTake Out Restaurants,$,61112,restaurant
528, Sbarro,RestaurantsFast Food RestaurantsPizza,,61112,restaurant
529, De Colores,Restaurants,,61112,restaurant
530, Fryerz,Restaurants,,61112,restaurant
531,Eggsclusive Cafe,RestaurantsCoffee Shops,,61112,restaurant
532,Border Foods Of Wi,Restaurants,,61112,restaurant
533,Peet's Coffee & Tea,RestaurantsCoffee & Espresso RestaurantsCoffee & Tea,,61112,restaurant
534,Ruby Thai Kitchen,RestaurantsThai Restaurants,$,61112,restaurant
535,Taco John's and Didoughs,Restaurants,,61112,restaurant
536,Molly's Deli,RestaurantsDelicatessens,,61112,restaurant
537,Johnny Pancakes Too,RestaurantsFamily Style Restaurants,$,61112,restaurant
538,Ruby Thai Cherryvale,RestaurantsThai RestaurantsAsian Restaurants,$,61112,restaurant
539,Kode Japan,RestaurantsJapanese Restaurants,$,61112,restaurant
540, Zagreb,RestaurantsBarbecue RestaurantsBars,,61111,restaurant
541, HomeTown Buffet,RestaurantsBuffet RestaurantsAmerican Restaurants,,61111,restaurant
542, Rocky's Bar & Grill,RestaurantsBarbecue RestaurantsBars,$,61111,restaurant
543, Rick's Ribs,RestaurantsBarbecue Restaurants,,61111,restaurant
544, Catch Fish & Chicken,RestaurantsChicken RestaurantsAmerican Restaurants,$$,61111,restaurant
545, Tommy James Supper Club,RestaurantsAmerican Restaurants,,61111,restaurant
546, Chen's Restaurant,RestaurantsFamily Style Restaurants,,61111,restaurant
547, Happy Wok,RestaurantsChinese RestaurantsAsian Restaurants,,61111,restaurant
548, Joe's Casa di Amici,RestaurantsItalian RestaurantsSeafood Restaurants,$$,61111,restaurant
549, House of India Restaurant,RestaurantsIndian RestaurantsCaterers,$$,61111,restaurant
